序号,机构名称,经度,纬度,是否精确,可信度,地址类型,坐标系,错误,操作
110,祥和苑日间照料中心,120.70441565549379,36.97843022511161,1,70,地产小区,bd09,,删除
111,紫荆山街道杏花苑社区老年人日间照料中心,120.74319658232616,37.801047914489736,1,70,地产小区,bd09,,删除
112,紫荆山街道司家庄社区老年人日间照料中心,120.74061476245994,37.80078681155446,0,50,村庄,bd09,,删除
113,紫荆山街道武霖社区老年人日间照料中心,120.76053342951597,37.81188047785689,0,50,村庄,bd09,,删除
114,紫荆山街道西关社区老年人日间照料中心,120.74664661446779,37.817583463808376,1,70,政府机构,bd09,,删除
115,紫荆山街道石岛社区老年人日间照料中心,120.75571464926881,37.82665357585007,1,70,政府机构,bd09,,删除
116,蓬莱阁街道水城社区老年人日间照料中心,120.75571464926881,37.82665357585007,1,70,政府机构,bd09,,删除
117,蓬莱阁街道抹直口社区老年人日间照料中心,120.78733563203389,37.82417759761833,1,70,政府机构,bd09,,删除
118,蓬莱阁街道邹于社区老年人日间照料中心,120.72007949850185,37.81080114942283,0,50,NoClass,bd09,,删除
119,登州府第小区老年人日间照料中心,120.75571464926881,37.82665357585007,1,70,政府机构,bd09,,删除
120,蓬莱阁街道碧桂园社区老年人日间照料中心,120.79588750048887,37.815326753123585,1,70,政府机构,bd09,,删除
121,登州街道韩家疃村老年人日间照料中心,120.78733185915075,37.80218184458454,0,50,村庄,bd09,,删除
122,登州街道凤凰社区老年人日间照料中心,120.75571464926881,37.82665357585007,1,70,政府机构,bd09,,删除
123,登州街道东关社区老年人日间照料中心,120.79588750048887,37.815326753123585,1,70,政府机构,bd09,,删除
124,登州街道遇驾沟村老年人日间照料中心,120.77862090078993,37.787113853610066,0,50,村庄,bd09,,删除
125,登州街道福乐园社区老年人日间照料中心,120.78052764406543,37.80588531416713,1,70,地产小区,bd09,,删除
126,登州街道汤邱社区老年人日间照料中心,120.77808398358663,37.80430923483407,0,50,村庄,bd09,,删除
127,烟台市蓬莱区登州街道长裕社区老年人日间照料中心,120.79588750048887,37.815326753123585,1,70,政府机构,bd09,,删除
128,登州街道沙河李家社区老年人日间照料中心,119.82908206316975,37.0874180288349,0,50,村庄,bd09,,删除
129,登州街道三里沟老年人日间照料中心,120.76100378228101,37.79257610001705,0,50,村庄,bd09,,删除
130,登州街道掺驾疃老年人日间照料中心,120.766925771525,37.791761686644016,0,50,村庄,bd09,,删除
131,东莱街道日间照料中心,120.53541160091584,37.66342590017823,0,50,NoClass,bd09,,删除
132,东莱街道遇家日间照料中心,120.54979401111389,37.6780311297148,0,50,村庄,bd09,,删除
133,东莱街道松园社区日间照料中心,120.51475299961122,37.656457987509654,1,70,地产小区,bd09,,删除
134,龙港街道北皂社区日间照料中心,120.33448796682127,37.68462767868403,1,70,地产小区,bd09,,删除
135,龙港街道逄家社区日间照料中心,120.35223129725436,37.6499882688559,1,70,地产小区,bd09,,删除
136,龙港街道和平社区日间照料中心,120.346468038594,37.640949952868425,0,50,村庄,bd09,,删除
137,龙港街道日间照料中心,120.33792317692198,37.65964281930341,0,50,NoClass,bd09,,删除
138,龙报日间照料中心,120.5529962007653,37.465833006792735,0,50,NoClass,bd09,,删除
139,铁路社区老年人日间照料中心,121.36811942899426,37.56959815543393,1,70,医疗,bd09,,删除
140,金山社区老年人日间照料中心,120.7273362799031,36.99009224487668,0,70,地产小区,bd09,,删除
141,莱阳市城厢街道宝山社区老年人日间照料中心,120.72519148566748,36.979505061698106,0,25,乡镇,bd09,,删除
142,莱阳市城厢街道白龙社区老年人日,120.72519148566748,36.979505061698106,0,25,乡镇,bd09,,删除
143,莱阳市富水南路110号,120.70753807561594,36.95226581310368,1,80,门址,bd09,,删除
144,莱阳市城厢街道盛隆社区老年人日间照料中心,120.72177442133807,36.981044315185045,1,75,购物,bd09,,删除
145,莱阳市城厢街道鸿达社区老年人日间照料中心,120.71936804053794,36.98989594454401,1,70,地产小区,bd09,,删除
146,莱阳市城厢街道天龙社区老年人日间照料中心,120.72519148566748,36.979505061698106,0,25,乡镇,bd09,,删除
147,莱阳市城厢街道公园社区老年人日间照料中心,120.72519148566748,36.979505061698106,0,25,乡镇,bd09,,删除
148,莱阳市城厢街道龙门社区老年人日间照料中心,120.73495301232221,36.9679199049328,1,70,地产小区,bd09,,删除
149,莱阳市富水社区老年人日间照料中心,120.718414309578,36.9846355683041,0,20,区县,bd09,,删除
150,莱阳市五龙社区老年人日间照料中心,120.718414309578,36.9846355683041,0,20,区县,bd09,,删除
151,莱州市永安路街道河滨社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
152,莱州市文昌路街道教育路社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
153,莱州市文昌路街道鼓楼街社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
154,莱州市文昌路街道汇泉社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
155,莱州市文昌路街道文泉社区老年人日间照料中心,119.95201930441559,37.172879006239704,1,70,政府机构,bd09,,删除
156,莱州市文昌路街道光州社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
157,莱州市城港路北苑社区老年人日间照料中心,119.95775426645238,37.32631176443657,0,30,道路,bd09,,删除
158,莱州市金仓街道黄金海岸社区老年人日间照料中心,119.95041295450264,37.380131645875856,1,70,地产小区,bd09,,删除
159,莱州市永安路街道西关社区老年人日间照料中心,119.94852884852601,37.18236160041659,1,70,政府机构,bd09,,删除
160,莱州市永安路街道西苑社区博爱老年人日间照料中心,119.93247882397924,37.18097324411433,1,70,政府机构,bd09,,删除
161,莱州市城港路街道朱杲社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
162,莱州市永安路街道镁矿社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
163,莱州市文昌路街道东南隅社区老年人日间照料中心,119.94852884852601,37.18236160041659,1,70,政府机构,bd09,,删除
164,莱州市府前街社区老年人日间照料中心,119.94852884852601,37.18236160041659,1,70,政府机构,bd09,,删除
165,莱州市文昌路街道东关社区日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
166,莱州市文昌路街道定海社区日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
167,莱州市文峰路街道福禄苑社区老年人日间照料中心,119.93715872619458,37.17075935476882,1,70,政府机构,bd09,,删除
168,莱州市文峰路街道府林社区日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
169,莱州市文昌路街道西岭子社区日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
170,莱州市程郭镇英才社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
171,莱州市文昌路街道东岭子社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
172,莱州市文昌路街道碑坡社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
173,莱州市城港路街道小原社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
174,莱州市文昌路街道毛家庄子日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
175,莱州市文昌路街道东庄头日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
176,莱州市文昌路街道饮马池日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
177,莱州市三山岛街道王贾社区日间照料中心,120.01948860584515,37.32766133705903,0,50,村庄,bd09,,删除
178,莱州市金仓街道南杨社区日间照料中心,119.93791914180876,37.313394030196406,0,50,村庄,bd09,,删除
179,莱州市文昌路街道崇文社区日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
180,莱州市永安路街道大原家社区日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
181,莱州市永安路街道光安社区老年人日间照料中心,119.9434234189906,37.19675348945289,1,70,政府机构,bd09,,删除
182,莱州市文峰路街道八蜡庙社区老年人日间照料中心,119.95201930441559,37.172879006239704,1,70,政府机构,bd09,,删除
183,莱州市程郭镇东苑社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
184,莱州市城港路街道祥和社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
185,莱州市城港路街道大原社区老年人日间照料中心,119.94483717220221,37.24092741743543,0,50,NoClass,bd09,,删除
186,莱州市文昌路街道北五里日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
187,莱州市金城镇柳源社区日间照料中心,120.11478157298804,37.42667068801649,0,25,乡镇,bd09,,删除
188,莱州市程郭镇坊苑社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
189,莱州市城港路街道老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
190,莱州市文昌路街道北关社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
191,莱州市城港路街道玉皇苑社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
192,招远市云济堂老年人日间照料中心,120.39527459390101,37.35742778587977,1,70,政府机构,bd09,,删除
193,招远市轮胎西区日照中心,120.39500070055102,37.35741788980772,0,50,NoClass,bd09,,删除
194,大秦家街道祁格庄日间照料中心,120.44753549321611,37.32009245260611,0,50,村庄,bd09,,删除
195,招远金汇老年人日间照料中心,120.40138513747154,37.37119847246176,1,70,政府机构,bd09,,删除
196,招远市西苑龙馨社区老年人日间照料中心,120.39527459390101,37.35742778587977,1,70,政府机构,bd09,,删除
197,招远市锦江老年人日间照料中心,120.39527459390101,37.35742778587977,1,70,政府机构,bd09,,删除
198,招远市逸心老年人日间照料中心,120.40188962584594,37.381244605833956,1,70,政府机构,bd09,,删除
199,招远市双吉老年人日间照料中心,120.39527459390101,37.35742778587977,1,70,政府机构,bd09,,删除
200,招远市御华老年人日间照料中心,120.42976512378716,37.37757302934875,1,70,政府机构,bd09,,删除
201,招远金都老年人日间照料中心,120.39527459390101,37.35742778587977,1,70,政府机构,bd09,,删除
202,招远市春雨老年人日间照料中心,120.39527459390101,37.35742778587977,1,70,政府机构,bd09,,删除
203,招远市悦府苑老年人日间照料中心,120.39527459390101,37.35742778587977,1,70,政府机构,bd09,,删除
204,招远市同馨雅苑日间照料中心,120.5529962007653,37.465833006792735,0,50,NoClass,bd09,,删除
205,招远市玲珑基地老年人日间照料中心,120.40136384763095,37.38357578178497,1,70,政府机构,bd09,,删除
206,招远春竹老年人日间照料中心,120.42944173380357,37.35846485825148,1,70,政府机构,bd09,,删除
207,招远市泉山街道办事处汤后社区老年人日间照料中心,120.39527459390101,37.35742778587977,1,70,政府机构,bd09,,删除
208,泉山街道泉山社区居家养老服务中心,120.41831109972108,37.35499044397694,1,70,政府机构,bd09,,删除
209,泉山街道温泉社区日间照料中心,120.42697480721208,37.362449800934634,1,70,地产小区,bd09,,删除
210,泉山街道日间照料中心,120.4119337594141,37.354692834386555,1,70,政府机构,bd09,,删除
211,招远市泉山街道办事处北关东社区老年人日间照料中心,120.39527459390101,37.35742778587977,1,70,政府机构,bd09,,删除
212,招远市泉山街道办事处东关社区老年人日间照料中心,120.39527459390101,37.35742778587977,1,70,政府机构,bd09,,删除
213,梦芝街道办事处锦绣社区老年人日间照料中心,120.40136384763095,37.38357578178497,1,70,政府机构,bd09,,删除
214,梦芝街道办事处龙馨社区老年人日间照料中心,120.40136384763095,37.38357578178497,1,70,政府机构,bd09,,删除
215,梦芝街道办事处玲珑社区居家养老服务中心,120.40404924212247,37.38964342143245,1,70,政府机构,bd09,,删除
216,温泉街道办事处金凤社区居家养老服务中心,121.46108102384709,37.473039020014774,1,70,政府机构,bd09,,删除
217,招远市梦芝街道办事处北岭社区老年人日间照料中心,120.40136384763095,37.38357578178497,1,70,政府机构,bd09,,删除
218,招远市福康老年人日间照料中心,120.39527459390101,37.35742778587977,1,70,政府机构,bd09,,删除
219,招远鸿祥老年人日间照料中心,120.39527459390101,37.35742778587977,1,70,政府机构,bd09,,删除
220,招远市祥和圆老年人日间照料中心,120.39527459390101,37.35742778587977,1,70,政府机构,bd09,,删除
221,迎宾社区老年人日间照料中心,120.8192524268034,37.28354078516011,0,70,政府机构,bd09,,删除
222,翠亭社区老年人日间照料中心,120.83427496950787,37.31011692353873,0,50,NoClass,bd09,,删除
223,英炜社区老年人日间照料中心,120.8192524268034,37.28354078516011,0,70,政府机构,bd09,,删除
224,向阳社区老年人日间照料中心,121.40618943684602,37.540256392521535,0,25,乡镇,bd09,,删除
225,涌泉社区老年人日间照料中心,120.83874152416458,37.31005141007365,1,70,政府机构,bd09,,删除
226,安泰社区老年人日间照料中心,121.1991071100056,36.78136480976255,0,50,NoClass,bd09,,删除
227,果都社区老年人日间照料中心,120.84455778285003,37.31214910397504,0,70,政府机构,bd09,,删除
228,东山社区老年人日间照料中心,121.41069515762298,37.53971494877864,0,25,乡镇,bd09,,删除
229,龙腾社区老年人日间照料中心,120.8192524268034,37.28354078516011,0,70,政府机构,bd09,,删除
230,海阳市方圆街道文山社区老年人日间照料中心,121.15710881215871,36.77741594128853,1,70,政府机构,bd09,,删除
231,海阳市方圆街道双阳社区老年人日间照料中心,121.1991071100056,36.78136480976255,0,50,NoClass,bd09,,删除
232,海阳市方圆街道阳光社区老年人日间照料中心,121.15710881215871,36.77741594128853,1,70,政府机构,bd09,,删除
233,海阳市方圆街道新元社区老年人日间照料中心,121.15710881215871,36.77741594128853,1,70,政府机构,bd09,,删除
234,海阳市东村街道北山社区老年人日间照料中心,121.15710881215871,36.77741594128853,1,70,政府机构,bd09,,删除
235,海阳市东村街道海政社区老年人日间照料中心,121.15710881215871,36.77741594128853,1,70,政府机构,bd09,,删除
236,海阳市碧城工业园区碧海社区老年人日间照料中心,121.1991071100056,36.78136480976255,0,50,NoClass,bd09,,删除
237,海阳市旅游度假区黄海社区老年人日间照料中心,121.23331970416697,36.71217122307683,1,70,政府机构,bd09,,删除
238,海阳市东村街道兴海社区老年人日间照料中心,121.15951213872009,36.78315190428308,1,70,生活服务,bd09,,删除
239,海阳市凤城街道凤凰社区老年人日间照料中心,121.15710881215871,36.77741594128853,1,70,政府机构,bd09,,删除
240,海阳市方圆街道海韵社区老年人日间照料中心,121.15710881215871,36.77741594128853,1,70,政府机构,bd09,,删除
241,烟台经济技术开发区金东老年人日间照料中心,120.8192524268034,37.28354078516011,0,70,政府机构,bd09,,删除
242,烟台经济技术开发区福星社区老年人日间照料中心,121.3790532443395,37.53708414388021,0,50,NoClass,bd09,,删除
243,烟台经济技术开发区天马相城老年人日间照料中心,121.18550074593762,37.58748564726546,0,70,地产小区,bd09,,删除
244,古现医院老年人日间照料中心,121.14357534384014,37.57750936760479,1,70,医疗,bd09,,删除
245,八角医院老年人日间照料中心,121.13252335814776,37.64377614409409,0,70,医疗,bd09,,删除
246,潮水镇医院老年人日间照料中心,120.97924423135252,37.696697591526735,1,70,医疗,bd09,,删除
247,八角社区老年人日间照料中心,120.8192524268034,37.28354078516011,0,70,政府机构,bd09,,删除
248,百堡社区老年人日间照料中心,120.8192524268034,37.28354078516011,0,70,政府机构,bd09,,删除
249,烟台开发区磁山颐生苑日间照料中心,121.08367314519296,37.558800288414425,0,70,地产小区,bd09,,删除
250,东龙夼老年人日间照料中心,120.8192524268034,37.28354078516011,0,70,政府机构,bd09,,删除
251,栖里社区老年人日间照料中心,120.8192524268034,37.28354078516011,0,70,政府机构,bd09,,删除
252,奇章社区老年人日间照料中心,121.24765710925898,37.55078632348535,0,70,地产小区,bd09,,删除
