序号,机构名称,经度,纬度,是否精确,可信度,地址类型,坐标系,错误,操作
108,武宁街道严家庄村幸福院,121.5840903091948,37.36311565822436,0,50,村庄,bd09,,删除
109,武宁街道陡崖子社区幸福院,121.55286314356532,37.350032973572226,0,50,村庄,bd09,,删除
110,武宁街道北官庄东幸福院,121.56776962519788,37.37409728486007,0,25,乡镇,bd09,,删除
111,武宁街道直格庄幸福院,121.54891365356013,37.38400202229573,0,50,村庄,bd09,,删除
112,武宁街道小埠子幸福院,121.5679791100428,37.380713899855834,0,50,村庄,bd09,,删除
113,武宁街道姜村幸福院,121.54498796865099,37.388701832150005,0,50,村庄,bd09,,删除
114,武宁街道南官庄东幸福院,121.56776962519788,37.37409728486007,0,25,乡镇,bd09,,删除
115,龙泉镇官道南村吉祥幸福院,121.78425065309754,37.343279290041416,0,25,乡镇,bd09,,删除
116,龙泉镇官道北幸福院,121.76258505131624,37.35385930605992,0,50,村庄,bd09,,删除
117,龙泉镇赵家庄幸福院,121.72664402752314,37.3656273049068,0,50,村庄,bd09,,删除
118,龙泉镇河里庄村幸福院,121.86414522651057,37.355888357170045,0,50,村庄,bd09,,删除
119,龙泉镇埠岭观社区幸福院,121.79730707453233,37.381536159160795,0,50,村庄,bd09,,删除
120,龙泉镇丁家庄幸福院,121.78425065309754,37.343279290041416,0,25,乡镇,bd09,,删除
121,龙泉镇南岘社区幸福院,121.76611799705644,37.370771943463346,0,50,村庄,bd09,,删除
122,龙泉镇邹家庄村幸福院,121.72192073715166,37.342574021717944,0,50,村庄,bd09,,删除
123,龙泉镇东桥村幸福院,121.80060169982072,37.360757309153094,0,50,村庄,bd09,,删除
124,玉林店镇玉林店幸福院,121.63329436469,37.28225465951648,0,50,村庄,bd09,,删除
125,玉林店镇小屯圈幸福院,121.67133571659599,37.33508240174866,0,50,村庄,bd09,,删除
126,玉林店镇尺坎幸福院,121.63279930852345,37.28581910479417,0,25,乡镇,bd09,,删除
127,高陵镇曲家疃幸福院,121.50684331161133,37.33036342190208,0,50,村庄,bd09,,删除
128,高陵镇冰流旺幸福院,121.53864260802015,37.23463447161772,0,50,村庄,bd09,,删除
129,高陵镇黄家营幸福院,121.56390556404672,37.319784587204,0,50,村庄,bd09,,删除
130,高陵镇鲍家泊幸福院,121.55876447178255,37.24857248923919,0,50,村庄,bd09,,删除
131,高陵镇槐树庄幸福院,121.51730866063313,37.255186253915895,0,50,村庄,bd09,,删除
132,高陵镇双山寨村幸福院,121.52386215865063,37.32480462190891,0,50,村庄,bd09,,删除
133,大窑街道东山北头村幸福院,121.72406436359013,37.449186951235916,0,50,村庄,bd09,,删除
134,大窑街道西吕格庄村幸福院,121.65979617384536,37.41453909744671,0,50,村庄,bd09,,删除
135,大窑街道新福村幸福院,121.66031871816053,37.37986761563555,0,50,村庄,bd09,,删除
136,大窑街道刘家口幸福院,121.6638054909975,37.369702132873364,0,50,村庄,bd09,,删除
137,大窑街道小宋家疃幸福院,121.66489271015622,37.39468870605531,1,70,政府机构,bd09,,删除
138,大窑街道南杏林堡村幸福院,121.64191764843304,37.37989930218144,0,50,村庄,bd09,,删除
139,大窑街道羊角埠村幸福院,121.6399924898946,37.37053240072271,0,50,村庄,bd09,,删除
140,大窑街道蛤堆后村幸福院,121.7051427258196,37.44148101045796,0,50,村庄,bd09,,删除
141,大窑街道东吕格庄村幸福院,121.6635363586667,37.414903106965795,0,50,村庄,bd09,,删除
142,大窑街道尹宋周村幸福院,121.63167193510843,37.396782152419014,0,50,村庄,bd09,,删除
143,大窑街道东沙子村幸福院,121.64465397684697,37.394632011313156,0,50,村庄,bd09,,删除
144,大窑街道韩家疃村幸福院,121.70352002674638,37.43033797629205,0,50,村庄,bd09,,删除
145,大窑街道高家山村幸福院,121.71340354328936,37.42800654789034,0,50,村庄,bd09,,删除
146,大窑街道胡家庄村幸福院,121.68607080153727,37.41383214000374,0,50,村庄,bd09,,删除
147,宁海街道堆金泊幸福院,121.58578630999764,37.407935454384614,0,50,村庄,bd09,,删除
148,孔辛头幸福院,121.45390859333321,37.319116261637774,0,50,村庄,bd09,,删除
149,朱柳村幸福院,121.47871799490778,37.36840394247981,0,50,村庄,bd09,,删除
150,西解甲庄幸福院,120.0189922920509,37.29810130776986,1,70,政府机构,bd09,,删除
151,姜家疃幸福院,120.53099840560641,37.63397262593307,0,50,村庄,bd09,,删除
152,大山后村幸福院,121.50248473327693,37.38845209681595,0,50,村庄,bd09,,删除
153,李家疃村幸福院,120.73907389901868,37.289803628148825,0,50,村庄,bd09,,删除
154,南水桃林幸福院,120.9526391170635,36.66653629451933,0,50,村庄,bd09,,删除
155,繁荣庄幸福院,121.45441541730195,37.470038383730525,0,20,城市,bd09,,删除
156,丁家夼幸福院,121.45948716038073,37.40055605545864,0,50,村庄,bd09,,删除
157,北水桃林幸福院,120.9526391170635,36.66653629451933,0,50,村庄,bd09,,删除
158,车家幸福院,121.22944162944985,37.553202719984384,0,50,村庄,bd09,,删除
159,林家疃幸福院,121.46662374850474,37.36533568920925,0,50,村庄,bd09,,删除
160,解家河幸福院,121.48141165381,37.400161802790215,0,50,村庄,bd09,,删除
161,冶头东村幸福院,121.16152946340385,36.784502584845235,0,25,乡镇,bd09,,删除
162,冶头北村农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
163,冶头南村农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
164,东解甲庄幸福院,120.0189922920509,37.29810130776986,1,70,政府机构,bd09,,删除
165,北陈家疃幸福院,120.0189922920509,37.29810130776986,1,70,政府机构,bd09,,删除
166,刘家庄幸福院,120.0189922920509,37.29810130776986,1,70,政府机构,bd09,,删除
167,石家疃幸福院,121.42781353691277,37.411153938441956,0,50,村庄,bd09,,删除
168,两甲埠幸福院,121.3903519513829,37.422937589486786,0,50,村庄,bd09,,删除
169,盛水庄农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
170,黄家疃农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
171,何家屯农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
172,千金村农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
173,南村农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
174,河北村农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
175,东沟村农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
176,明泉村农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
177,官庄村农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
178,朱塂堡村农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
179,金村农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
180,马村农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
181,东庄农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
182,曲村农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
183,院格庄农村幸福院,121.36665851474339,37.3174936728024,0,25,乡镇,bd09,,删除
184,崖前农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
185,于家汤农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
186,初家汤农村幸福院,121.43897426422983,37.47078268288547,0,25,乡镇,bd09,,删除
187,后山农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
188,朱唐夼农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
189,北格庄农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
190,马格庄农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
191,沐浴农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
192,郑家庄农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
193,南王街道郭沟社区幸福院,120.8068066734543,37.77062754628707,0,25,乡镇,bd09,,删除
194,南王街道南王社区幸福院,120.80476455553847,37.770462461966105,0,50,商圈,bd09,,删除
195,南王街道石家村幸福院,120.75299790391499,37.76340598989594,0,50,村庄,bd09,,删除
196,南王街道寨里社区幸福院,120.79918059865791,37.77854687840325,0,50,村庄,bd09,,删除
197,南王街道周家村幸福院,120.8068066734543,37.77062754628707,0,25,乡镇,bd09,,删除
198,南王街道大宁家社区幸福院,120.8089882083853,37.79100743369155,0,50,村庄,bd09,,删除
199,村里集镇大道刘家村幸福院,120.76645110689351,37.47103758304232,0,50,村庄,bd09,,删除
200,村里集镇车里张家社区幸福院,120.83491986303348,37.50770542591366,0,50,村庄,bd09,,删除
201,村里集镇邓格庄村幸福院,120.8067462174935,37.48502789399168,0,50,村庄,bd09,,删除
202,村里集镇郝家社区幸福院,120.78229730592008,37.49771125858429,0,50,村庄,bd09,,删除
203,村里集镇南官山社区幸福院,120.75826017759243,37.445838826691,0,50,村庄,bd09,,删除
204,村里集镇大赵家社区幸福院,120.78842330034537,37.53969355991679,0,25,乡镇,bd09,,删除
205,村里集镇汤前社区幸福院,120.78804987474487,37.567118152394094,0,50,村庄,bd09,,删除
206,村里集镇村里集社区幸福院,120.78802588998775,37.54593355155387,0,50,村庄,bd09,,删除
207,村里集镇张家沟村幸福院,120.77522027545137,37.584644214706096,0,50,村庄,bd09,,删除
208,村里集镇上王家社区幸福院,120.83257932802724,37.5565766740674,0,50,村庄,bd09,,删除
209,村里集镇宋家社区幸福院,120.8376043592195,37.487231540040156,0,50,村庄,bd09,,删除
210,村里集镇柳格庄社区幸福院,120.78154317844445,37.520631049231895,0,50,村庄,bd09,,删除
211,村里集镇上门家村幸福院,120.84479781008231,37.55215828279264,0,50,村庄,bd09,,删除
212,村里集镇后辛旺村幸福院,120.79818338971128,37.52461051129207,0,50,村庄,bd09,,删除
213,大柳行镇候格庄社区幸福院,121.06058759189204,37.613470963859974,0,25,乡镇,bd09,,删除
214,大柳行镇齐家沟村幸福院,121.00952521178837,37.55982045959474,0,50,村庄,bd09,,删除
215,大柳行镇觅鹿夼村幸福院,121.02336279969462,37.62204533713021,0,50,村庄,bd09,,删除
216,大柳行镇时金河村幸福院,121.06233093339526,37.59348027786725,0,50,村庄,bd09,,删除
217,刘家沟镇安香于家社区幸福院,120.8819350174925,37.82537380477367,0,50,NoClass,bd09,,删除
218,刘家沟镇南吴家社区幸福院,120.8819350174925,37.82537380477367,0,50,NoClass,bd09,,删除
219,刘家沟镇刘家沟社区幸福院,120.92939941453707,37.81633310958611,1,70,政府机构,bd09,,删除
220,刘家沟镇安香寺社区幸福院,120.8819350174925,37.82537380477367,0,50,NoClass,bd09,,删除
221,刘家沟镇二刘家村幸福院,120.88567358536393,37.779966220959736,0,50,村庄,bd09,,删除
222,北沟镇三十里店社区幸福院,120.6550074151562,37.73348662287807,0,50,村庄,bd09,,删除
223,北沟镇下朱潘村幸福院,120.68057804081992,37.78337378580942,1,70,政府机构,bd09,,删除
224,北沟镇聂家村幸福院,120.60559360532443,37.75272553473213,0,50,村庄,bd09,,删除
225,北沟镇两铭村幸福院,120.6134862971962,37.68599308013669,0,50,村庄,bd09,,删除
226,北沟镇贺家沟村幸福院,120.76440476694178,37.69474189958121,0,50,村庄,bd09,,删除
227,大辛店镇西院村幸福院,120.82037530869088,37.61755568841877,0,50,村庄,bd09,,删除
228,大辛店镇榛子沟村幸福院,120.90599765769662,37.59774237574372,0,50,村庄,bd09,,删除
229,大辛店镇小杨家村幸福院,120.97741483218145,37.57725759399263,0,50,村庄,bd09,,删除
230,大辛店镇响李村幸福院,120.83500340544592,37.7291583161316,0,50,村庄,bd09,,删除
231,大辛店镇槐树庄村幸福院,120.95167828949003,37.56928889254485,0,50,村庄,bd09,,删除
232,大辛店镇龙阳社区幸福院,120.8508829316069,37.68823913715039,0,50,村庄,bd09,,删除
233,大辛店镇崮寺店社区幸福院,120.94299329215846,37.62297560273361,0,50,村庄,bd09,,删除
234,大辛店镇西石硼村幸福院,120.96704452388262,37.55350196572023,0,50,村庄,bd09,,删除
235,大辛店镇母官都村幸福院,120.91131535682405,37.64966770012555,0,50,村庄,bd09,,删除
236,大辛店镇遇驾夼社区幸福院,120.92856902092363,37.56617302350214,0,50,村庄,bd09,,删除
237,大辛店镇龙山高家村幸福院,120.80698884981175,37.60568785107262,0,50,村庄,bd09,,删除
238,大辛店镇于家店村幸福院,120.97612486546912,37.63756049488417,0,50,村庄,bd09,,删除
239,大辛店镇石门张家村幸福院,120.81724695975238,37.72424235621179,0,50,村庄,bd09,,删除
240,大辛店镇宋家庄村幸福院,120.85261342734131,37.62579369494594,0,25,乡镇,bd09,,删除
241,大辛店镇谭家沟村幸福院,120.88286341623707,37.59885628768639,0,50,村庄,bd09,,删除
242,大辛店镇后扬头村幸福院,120.87639876063452,37.69951200625932,0,50,村庄,bd09,,删除
243,大辛店镇夼沟村幸福院,120.89070472503366,37.707962240698286,0,50,村庄,bd09,,删除
244,小门家镇野王社区幸福院,120.8032035700538,37.65594989292874,0,50,村庄,bd09,,删除
245,小门家镇岳家圈社区幸福院,120.73296838595901,37.62178238259233,0,50,村庄,bd09,,删除
246,小门家镇西张庄社区幸福院,120.68291677921515,37.637734307877025,0,50,村庄,bd09,,删除
247,小门家镇于庄社区幸福院,120.80599235950953,37.62290050453268,0,25,乡镇,bd09,,删除
248,小门家镇石桥社区幸福院,120.8213948854447,37.643903724821634,0,30,道路,bd09,,删除
249,小门家镇泊李社区幸福院,120.80583075434828,37.67096898527954,0,50,村庄,bd09,,删除
250,小门家镇大狗李家社区幸福院,120.71800324497661,37.67129131784532,0,50,NoClass,bd09,,删除
251,小门家镇卧龙村幸福院,120.74906880544488,37.629746487904114,0,50,村庄,bd09,,删除
252,小门家镇接家沟村幸福院,120.79170229511789,37.68892177182565,0,50,村庄,bd09,,删除
253,小门家镇小李家社区幸福院,120.70622672923247,37.663113174197754,0,50,村庄,bd09,,删除
254,新港街道大皂许家社区幸福院,120.87122254462491,37.80947947782602,1,70,政府机构,bd09,,删除
255,新港街道大蔡家社区幸福院,120.8819350174925,37.82537380477367,0,50,NoClass,bd09,,删除
256,新港街道营子里社区幸福院,120.8819350174925,37.82537380477367,0,50,NoClass,bd09,,删除
257,新港街道铜井社区幸福院,120.8819350174925,37.82537380477367,0,50,NoClass,bd09,,删除
258,新港街道马格庄西村幸福院,120.87978168935454,37.80335752651079,0,50,村庄,bd09,,删除
259,新港街道大皂孙家村幸福院,120.86422851758533,37.81582127418487,0,50,村庄,bd09,,删除
260,新港街道东村幸福院,120.8925127445336,37.79825906176985,0,50,村庄,bd09,,删除
261,新港街道湾子口村幸福院,120.87613349101741,37.82306823642528,0,50,村庄,bd09,,删除
262,新港街道官庄村幸福院,120.84632645656863,37.806042407046284,0,25,乡镇,bd09,,删除
263,东江镇磨山迟家村农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
264,石良镇韩庄村农村幸福院,120.66503942159999,37.61515140235026,0,50,村庄,bd09,,删除
265,石良镇石良集社区农村幸福院,120.6715265348403,37.579241788258734,0,50,村庄,bd09,,删除
266,芦头镇韩栾村农村幸福院,120.4497679620695,37.58869279048129,0,50,村庄,bd09,,删除
267,芦头镇周家农村幸福院,120.4652850219572,37.51751713563785,0,50,村庄,bd09,,删除
268,高新区归城董家村农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
269,北马镇沙沟村农村幸福院,120.4267329833688,37.62196109174314,0,50,村庄,bd09,,删除
270,北马镇台上李家村农村幸福院,120.40249679054014,37.62388970819294,0,25,乡镇,bd09,,删除
271,东江街道东江村农村幸福院,120.5236321207635,37.63527588393597,0,25,乡镇,bd09,,删除
272,诸由观镇淳于村幸福院,120.65690804995423,37.662936992979155,0,50,村庄,bd09,,删除
273,度假区福苑区幸福院,120.0189922920509,37.29810130776986,1,70,政府机构,bd09,,删除
274,石良镇尹村幸福院,120.67429547174423,37.60247381228667,0,50,村庄,bd09,,删除
275,诸由观镇冶基村幸福院,120.56086230279398,37.72152429476003,0,50,村庄,bd09,,删除
276,北马镇西村幸福院,120.3836644443373,37.62159909986646,0,50,村庄,bd09,,删除
277,北马镇上夼村幸福院,120.35290089418149,37.55745784611389,0,50,村庄,bd09,,删除
278,北马镇柳杭姜家村幸福院,120.45756489457389,37.58527297669341,0,50,村庄,bd09,,删除
279,北马镇和源村幸福院,120.3703589227846,37.64874412866889,1,75,购物,bd09,,删除
280,北马镇台上殷家村幸福院,120.40249679054014,37.62388970819294,0,25,乡镇,bd09,,删除
281,度假区福海区幸福院,120.0189922920509,37.29810130776986,1,70,政府机构,bd09,,删除
282,石良镇荷花朱家村幸福院,120.67661103385731,37.621261186776906,0,50,村庄,bd09,,删除
283,七甲镇院下村幸福院,120.60209120197159,37.5633717468863,0,50,村庄,bd09,,删除
284,龙港街道屺母岛村幸福院,120.2604050707356,37.685357966358,0,50,NoClass,bd09,,删除
285,芦头镇韩店村幸福院,120.471631191063,37.613331967764346,0,25,乡镇,bd09,,删除
