县市区,机构名称,地址,建筑面积,床位数量,运营性质
福山区,经济开发区东山农村幸福院,开发区东山村,400,20,公（村）办
福山区,经济开发区东杏山村幸福院,开发区东杏山村,400,20,公（村）办
福山区,经济开发区潘家社区老年人日间照料中心,开发区大潘家村,400,20,公（村）办
福山区,经济开发区水道观村幸福院,开发区水道观村,480,20,公（村）办
福山区,经济开发区水道观社区照料中心,开发区水道观社区,400,20,公（村）办
福山区,经济开发区杏山社区照料中心,开发区杏山社区,400,20,公（村）办
福山区,经济开发区油家泊农村幸福院,开发区油家泊村,400,20,公（村）办
福山区,经济开发区中桥社区老年人日间照料中心,开发区中桥社区,480,20,公（村）办
福山区,经济开发区朱家村幸福院,开发区朱家村,400,20,公（村）办
牟平区,观水镇辽上村幸福院,观水镇辽上村,,20,公（村）建民营
牟平区,观水镇崮山前村幸福院,观水镇崮山前村,,20,公（村）建民营
牟平区,观水镇崖地村幸福院,观水镇崖地村,,20,公（村）建民营
牟平区,观水镇金鸡庄村幸福院,观水镇金鸡庄村,,20,公（村）建民营
牟平区,观水镇泥村幸福院,观水镇泥村,,20,公（村）建民营
牟平区,观水镇宫格庄村幸福院,观水镇宫格庄村,,20,公（村）建民营
牟平区,观水镇观水村幸福院,观水镇观水村,,20,公（村）建民营
牟平区,观水镇郝庄村幸福院,观水镇郝庄村,,20,公（村）建民营
牟平区,姜格庄街道酒馆幸福院,姜格庄街道酒馆村,,20,公（村）建民营
牟平区,姜格庄街道邹革庄幸福院,姜格庄街道邹革庄村,,20,公（村）建民营
牟平区,姜格庄街道紫岘口幸福院,姜格庄街道紫岘口村,,20,公（村）建民营
牟平区,姜格庄街道沙家疃幸福院,姜格庄街道沙家疃村,,20,公（村）建民营
牟平区,姜格庄街道姜格庄幸福院,姜格庄街道姜格庄村,,28,公（村）建民营
牟平区,莒格庄镇西仙姑村幸福院,莒格庄镇西仙姑村,,20,公（村）建民营
牟平区,莒格庄镇院下村幸福院,莒格庄镇院下村,,20,公（村）建民营
牟平区,莒格庄镇杨家盘村幸福院,莒格庄镇杨家盘村,,20,公（村）建民营
牟平区,莒格庄镇张皮村幸福院,莒格庄镇张皮村,,20,公（村）建民营
牟平区,莒格庄镇杨家夼村幸福院,莒格庄镇杨家夼村,,20,公（村）建民营
牟平区,莒格庄镇曲河庄村幸福院,莒格庄镇曲河庄村,,20,公（村）建民营
牟平区,莒格庄福禄地幸福院,莒格庄福禄地,,20,公（村）建民营
牟平区,水道镇南台村幸福院,水道镇南台村,,20,公（村）建民营
牟平区,水道镇大疃村幸福院,水道镇大疃村,,20,公（村）建民营
牟平区,水道镇西直格庄村幸福院,水道镇西直格庄村,,20,公（村）建民营
牟平区,水道镇徐家寨村幸福院,水道镇徐家寨村,,20,公（村）建民营
牟平区,水道镇念头村幸福院,水道镇念头村,,20,公（村）建民营
牟平区,水道镇通海村幸福院,水道镇通海村,,20,公（村）建民营
牟平区,水道镇东石桥村幸福院,水道镇东石桥村,,20,公（村）建民营
牟平区,水道镇牟家沟村幸福院,水道镇牟家沟村,,20,公（村）建民营
牟平区,水道镇前院夼村幸福院,水道镇前院夼村,,20,公（村）建民营
牟平区,王格庄镇宋家幸福院,王格庄镇宋家,,20,公（村）建民营
牟平区,王格庄镇韩家庄幸福院,王格庄镇韩家庄,,20,公（村）建民营
牟平区,王格庄镇杜家幸福院,王格庄镇杜家,,20,公（村）建民营
牟平区,王格庄镇于家幸福院,王格庄镇西于家,,20,公（村）建民营
牟平区,王格庄镇四甲幸福院,王格庄镇四甲幸,,20,公（村）建民营
牟平区,王格庄镇前柳林夼幸福院  ,王格庄镇前柳林夼,,20,公（村）建民营
牟平区,王格庄镇峨山夼村幸福院,王格庄镇峨山夼村,,20,公（村）建民营
牟平区,王格庄镇西嵩阳后村幸福院,王格庄镇西嵩阳后村,,20,公（村）建民营
牟平区,文化街道王家窑幸福院,文化街道王家窑,,20,公（村）建民营
牟平区,文化街道金龙庄幸福院,文化街道金龙庄,,20,公（村）建民营
牟平区,武宁街道南自格庄社区幸福院,武宁街道南自格庄社区,,20,公（村）建民营
牟平区,武宁街道吕家疃社区幸福院,武宁街道吕家疃社区,,20,公（村）建民营
牟平区,武宁街道严家庄村幸福院 ,武宁街道严家庄村,,20,公（村）建民营
牟平区,武宁街道陡崖子社区幸福院,武宁街道陡崖子社区,,20,公（村）建民营
牟平区,武宁街道北官庄东幸福院,武宁街道北官庄东,,20,公（村）建民营
牟平区,武宁街道直格庄幸福院,武宁街道直格庄,,20,公（村）建民营
牟平区,武宁街道小埠子幸福院,武宁街道小埠子,,24,公（村）建民营
牟平区,武宁街道姜村幸福院,武宁街道姜村,,30,公（村）建民营
牟平区,武宁街道南官庄东幸福院,武宁街道南官庄东,,23,公（村）建民营
牟平区,龙泉镇官道南村吉祥幸福院,龙泉镇官道南村,,20,公（村）建民营
牟平区,龙泉镇官道北幸福院,龙泉镇官道北,,26,公（村）建民营
牟平区,龙泉镇赵家庄幸福院,龙泉镇赵家庄,,20,公（村）建民营
牟平区,龙泉镇河里庄村幸福院,龙泉镇河里庄村,,60,公（村）建民营
牟平区,龙泉镇埠岭观社区幸福院,龙泉镇埠岭观社区,,32,公（村）建民营
牟平区,龙泉镇丁家庄幸福院,龙泉镇丁家庄村,,30,公（村）建民营
牟平区,龙泉镇南岘社区幸福院,龙泉镇南岘社区,,22,公（村）建民营
牟平区,龙泉镇邹家庄村幸福院,龙泉镇邹家庄村,,26,公（村）建民营
牟平区,龙泉镇东桥村幸福院,龙泉镇东桥村,,20,公（村）建民营
牟平区,玉林店镇玉林店幸福院,玉林店镇玉林店村,,26,公（村）建民营
牟平区,玉林店镇小屯圈幸福院,玉林店镇小屯圈村,,20,公（村）建民营
牟平区,玉林店镇尺坎幸福院,玉林店镇尺坎村,,20,公（村）建民营
牟平区,高陵镇曲家疃幸福院,高陵镇曲家疃村,,20,公（村）建民营
牟平区,高陵镇冰流旺幸福院,高陵镇冰流旺村,,20,公（村）建民营
牟平区,高陵镇黄家营幸福院,高陵镇黄家营村,,20,公（村）建民营
牟平区,高陵镇鲍家泊幸福院,高陵镇鲍家泊村,,20,公（村）建民营
牟平区,高陵镇槐树庄幸福院,高陵镇槐树庄村,,20,公（村）建民营
牟平区,高陵镇双山寨村幸福院,高陵镇双山寨村,,20,公（村）建民营
牟平区,大窑街道东山北头村幸福院,大窑街道东山北头村,,20,公（村）建民营
牟平区,大窑街道西吕格庄村幸福院,大窑街道西吕格庄村,,20,公（村）建民营
牟平区,大窑街道新福村幸福院,大窑街道新福村,,20,公（村）建民营
牟平区,大窑街道刘家口幸福院,大窑街道刘家口,,20,公（村）建民营
牟平区,大窑街道小宋家疃幸福院,大窑街道小宋家疃,,20,公（村）建民营
牟平区,大窑街道南杏林堡村幸福院,大窑街道南杏林堡村,,20,公（村）建民营
牟平区,大窑街道羊角埠村幸福院,大窑街道羊角埠村,,20,公（村）建民营
牟平区,大窑街道蛤堆后村幸福院,大窑街道蛤堆后村,,24,公（村）建民营
牟平区,大窑街道东吕格庄村幸福院,大窑街道东吕格庄村,,20,公（村）建民营
牟平区,大窑街道尹宋周村幸福院,大窑街道尹宋周村,,20,公（村）建民营
牟平区,大窑街道东沙子村幸福院,大窑街道东沙子村,,20,公（村）建民营
牟平区,大窑街道韩家疃村幸福院,大窑街道韩家疃村,,20,公（村）建民营
牟平区,大窑街道高家山村幸福院,大窑街道高家山村,,20,公（村）建民营
牟平区,大窑街道胡家庄村幸福院,大窑街道胡家庄村,,20,公（村）建民营
牟平区,宁海街道堆金泊幸福院,宁海街道堆金泊,,20,公（村）建民营
莱山区,孔辛头幸福院,解甲庄街道孔辛头村,420,20,公（村）办
莱山区,朱柳村幸福院,解甲庄街道朱柳村,420,20,公（村）办
莱山区,西解甲庄幸福院,解甲庄街道西解甲庄村,400,20,公（村）办
莱山区,姜家疃幸福院,解甲庄街道姜家疃村,400,20,公（村）办
莱山区,大山后村幸福院,解甲庄街道大山后村,400,20,公（村）办
莱山区,李家疃村幸福院,解甲庄街道李家疃村,400,20,公（村）办
莱山区,南水桃林幸福院,解甲庄街道南水桃林村,400,20,公（村）办
莱山区,繁荣庄幸福院,解甲庄街道繁荣庄村,400,20,公（村）办
莱山区,丁家夼幸福院,解甲庄街道丁家夼村,420,20,公（村）办
莱山区,北水桃林幸福院,解甲庄街道北水桃林村,400,20,公（村）办
莱山区,车家幸福院,解甲庄街道车家村,400,20,公（村）办
莱山区,林家疃幸福院,解甲庄街道林家疃村,400,20,公（村）办
莱山区,解家河幸福院,解甲庄街道解家河村,420,20,公（村）办
莱山区,冶头东村幸福院,解甲庄街道冶头东村,400,20,公（村）办
莱山区,冶头北村农村幸福院,烟台市莱山区解甲庄街道冶头北村,400,20,公（村）办
莱山区,冶头南村农村幸福院,烟台市莱山区解甲庄街道冶头南村,400,20,公（村）办
莱山区,东解甲庄幸福院,解甲庄街道东解甲庄村,400,20,公（村）办
莱山区,北陈家疃幸福院,莱山经济开发区北陈家疃,600,20,公（村）办
莱山区,刘家庄幸福院,莱山经济开发区刘家庄,400,20,公（村）办
莱山区,石家疃幸福院,莱山经济开发区石家疃,400,20,公（村）办
莱山区,两甲埠幸福院,莱山经济开发区两甲埠,620,20,公（村）办
莱山区,盛水庄农村幸福院,莱山经济开发区盛水庄,400,20,公（村）办
莱山区,黄家疃农村幸福院,莱山经济开发区黄家疃,400,20,公（村）办
莱山区,何家屯农村幸福院,莱山经济开发区何家屯,400,20,公（村）办
莱山区,千金村农村幸福院,莱山街道千金村,500,20,公（村）办
莱山区,南村农村幸福院,莱山街道南村,960,20,公（村）办
莱山区,河北村农村幸福院,莱山街道河北村,500,20,公（村）办
莱山区,东沟村农村幸福院,莱山街道东沟村,400,0,公（村）办
莱山区,明泉村农村幸福院,莱山街道明泉村,400,20,公（村）办
莱山区,官庄村农村幸福院,莱山街道官庄村,600,30,公（村）办
莱山区,朱塂堡村农村幸福院,莱山街道朱塂堡村,400,20,公（村）办
莱山区,金村农村幸福院,莱山街道金村,400,20,公（村）办
莱山区,马村农村幸福院,烟台市莱山区莱山街道马村,400,20,公（村）办
莱山区,东庄农村幸福院,烟台市莱山区莱山街道东庄村,400,20,公（村）办
莱山区,曲村农村幸福院,莱山街道曲村,400,20,公（村）办
莱山区,院格庄农村幸福院,院格庄街道院格庄社区,480,20,公（村）办
莱山区,崖前农村幸福院,院格庄街道崖前社区,400,20,公（村）办
莱山区,于家汤农村幸福院,院格庄街道于家汤社区,400,20,公（村）办
莱山区,初家汤农村幸福院,院格庄街道初家汤村,420,20,公（村）办
莱山区,后山农村幸福院,院格庄街道后山社区,520,20,公（村）办
莱山区,朱唐夼农村幸福院,院格庄街道朱唐夼社区,480,20,公（村）办
莱山区,北格庄农村幸福院,院格庄街道北格庄社区,420,20,公（村）办
莱山区,马格庄农村幸福院,院格庄街道马格庄社区,420,20,公（村）办
莱山区,沐浴农村幸福院,院格庄街道沐浴村社区,400,20,公（村）办
莱山区,郑家庄农村幸福院,院格庄街道郑家庄村,400,20,公（村）办
蓬莱区,南王街道郭沟社区幸福院,南王街道郭沟社区,1000,20,公（村）办
蓬莱区,南王街道南王社区幸福院,南王街道南王社区,980,20,公（村）办
蓬莱区,南王街道石家村幸福院,南王街道石家村,1000,20,公（村）办
蓬莱区,南王街道寨里社区幸福院,南王街道寨里社区,960,20,公（村）办
蓬莱区,南王街道周家村幸福院,南王街道周家村,4000,20,公（村）办
蓬莱区,南王街道大宁家社区幸福院,南王街道大宁家社区,600,20,公（村）办
蓬莱区,村里集镇大道刘家村幸福院,村里集镇大道刘家村,900,20,公（村）办
蓬莱区,村里集镇车里张家社区幸福院,村里集镇车里张家社区,500,20,公（村）办
蓬莱区,村里集镇邓格庄村幸福院,村里集镇邓格庄村,450,20,公（村）办
蓬莱区,村里集镇郝家社区幸福院,村里集镇郝家社区,450,20,公（村）办
蓬莱区,村里集镇南官山社区幸福院,村里集镇南官山社区,500,20,公（村）办
蓬莱区,村里集镇大赵家社区幸福院,村里集镇大赵家社区,600,20,公（村）办
蓬莱区,村里集镇汤前社区幸福院,村里集镇汤前社区,400,20,公（村）办
蓬莱区,村里集镇村里集社区幸福院,村里集镇村里集社区,560,20,公（村）办
蓬莱区,村里集镇张家沟村幸福院,村里集镇张家沟村,400,20,公（村）办
蓬莱区,村里集镇上王家社区幸福院,村里集镇上王家社区,454,20,公（村）办
蓬莱区,村里集镇宋家社区幸福院,村里集镇宋家社区,375,20,公（村）办
蓬莱区,村里集镇柳格庄社区幸福院,村里集镇柳格庄社区,421,20,公（村）办
蓬莱区,村里集镇上门家村幸福院,村里集镇上门家村,400,20,公（村）办
蓬莱区,村里集镇后辛旺村幸福院,村里集镇后辛旺村,400,20,公（村）办
蓬莱区,大柳行镇候格庄社区幸福院,大柳行镇候格庄社区,1500,20,公（村）办
蓬莱区,大柳行镇齐家沟村幸福院,大柳行镇齐家沟村,1000,20,公（村）办
蓬莱区,大柳行镇觅鹿夼村幸福院,大柳行镇觅鹿夼村,650,20,公（村）办
蓬莱区,大柳行镇时金河村幸福院,大柳行镇时金河村,580,20,公（村）办
蓬莱区,刘家沟镇安香于家社区幸福院,刘家沟镇安香于家社区,3300,20,公（村）办
蓬莱区,刘家沟镇南吴家社区幸福院,刘家沟镇南吴家社区,2990,20,公（村）办
蓬莱区,刘家沟镇刘家沟社区幸福院,刘家沟镇刘家沟社区,2330,20,公（村）办
蓬莱区,刘家沟镇安香寺社区幸福院,刘家沟镇安香寺社区,1330,20,公（村）办
蓬莱区,刘家沟镇二刘家村幸福院,刘家沟镇二刘家村,1460,20,公（村）办
蓬莱区,北沟镇三十里店社区幸福院,北沟镇三十里店社区,400,20,公（村）办
蓬莱区,北沟镇下朱潘村幸福院,北沟镇下朱潘村,400,20,公（村）办
蓬莱区,北沟镇聂家村幸福院,北沟镇聂家村,400,20,公（村）办
蓬莱区,北沟镇两铭村幸福院,北沟镇两铭村,400,20,公（村）办
蓬莱区,北沟镇贺家沟村幸福院,北沟镇贺家沟村,400,20,公（村）办
蓬莱区,大辛店镇西院村幸福院,大辛店镇西院村,600,20,公（村）办
蓬莱区,大辛店镇榛子沟村幸福院,大辛店镇榛子沟村,400,20,公（村）办
蓬莱区,大辛店镇小杨家村幸福院,大辛店镇小杨家村,500,20,公（村）办
蓬莱区,大辛店镇响李村幸福院,大辛店镇响李村,500,20,公（村）办
蓬莱区,大辛店镇槐树庄村幸福院,大辛店镇槐树庄村,410,20,公（村）办
蓬莱区,大辛店镇龙阳社区幸福院,大辛店镇龙阳社区,410,20,公（村）办
蓬莱区,大辛店镇崮寺店社区幸福院,大辛店镇崮寺店社区,418,20,公（村）办
蓬莱区,大辛店镇西石硼村幸福院,大辛店镇西石硼村,415,20,公（村）办
蓬莱区,大辛店镇母官都村幸福院,大辛店镇母官都村,400,20,公（村）办
蓬莱区,大辛店镇遇驾夼社区幸福院,大辛店镇遇驾夼社区,730,20,公（村）办
蓬莱区,大辛店镇龙山高家村幸福院,大辛店镇龙山高家村,400,20,公（村）办
蓬莱区,大辛店镇于家店村幸福院,大辛店镇于家店村,437,20,公（村）办
蓬莱区,大辛店镇石门张家村幸福院,大辛店镇石门张家村,425,20,公（村）办
蓬莱区,大辛店镇宋家庄村幸福院,大辛店镇宋家庄村,400,20,公（村）办
蓬莱区,大辛店镇谭家沟村幸福院,大辛店镇谭家沟村,400,20,公（村）办
蓬莱区,大辛店镇后扬头村幸福院,大辛店镇后扬头村,400,20,公（村）办
蓬莱区,大辛店镇夼沟村幸福院,大辛店镇夼沟村,400,20,公（村）办
蓬莱区,小门家镇野王社区幸福院,小门家镇野王村村委会院内,400,20,公（村）办
蓬莱区,小门家镇岳家圈社区幸福院,小门家镇岳家圈社区,400,20,公（村）办
蓬莱区,小门家镇西张庄社区幸福院,小门家镇西张庄社区,400,20,公（村）办
蓬莱区,小门家镇于庄社区幸福院,小门家镇于庄社区,400,20,公（村）办
蓬莱区,小门家镇石桥社区幸福院,小门家镇石桥社区,400,20,公（村）办
蓬莱区,小门家镇泊李社区幸福院,小门家镇泊李社区,400,20,公（村）办
蓬莱区,小门家镇大狗李家社区幸福院,小门家镇大狗李家社区,400,20,公（村）办
蓬莱区,小门家镇卧龙村幸福院,小门家镇卧龙村,388,20,公（村）办
蓬莱区,小门家镇接家沟村幸福院,小门家镇接家沟村,400,20,公（村）办
蓬莱区,小门家镇小李家社区幸福院,小门家镇小李家村,400,20,公（村）办
蓬莱区,新港街道大皂许家社区幸福院,新港街道大皂许家社区,420,20,公（村）办
蓬莱区,新港街道大蔡家社区幸福院,新港街道大蔡家社区,500,20,公（村）办
蓬莱区,新港街道营子里社区幸福院,新港街道营子里社区,420,20,公（村）办
蓬莱区,新港街道铜井社区幸福院,新港街道道铜井社区,480,20,公（村）办
蓬莱区,新港街道马格庄西村幸福院,新港街道马格庄西村,410,20,公（村）办
蓬莱区,新港街道大皂孙家村幸福院,新港街道大皂孙家村,510,20,公（村）办
蓬莱区,新港街道东村幸福院,新港街道东村,595,20,公（村）办
蓬莱区,新港街道湾子口村幸福院,新港街道湾子口村,477,20,公（村）办
蓬莱区,新港街道官庄村幸福院,新港街道官庄村,400,20,公（村）办
龙口市,东江镇磨山迟家村农村幸福院,东江镇磨山迟家村,400,20,公（村）办
龙口市,石良镇韩庄村农村幸福院,石良镇韩庄村,450,20,公（村）办
龙口市,石良镇石良集社区农村幸福院,石良镇石良集幼儿园内,500,20,公（村）办
龙口市,芦头镇韩栾村农村幸福院,芦头镇韩栾村,400,20,公（村）办
龙口市,芦头镇周家农村幸福院,芦头镇周家村,400,20,公（村）办
龙口市,高新区归城董家村农村幸福院,高新区归城董家村,700,20,公（村）办
龙口市,北马镇沙沟村农村幸福院,北马镇沙沟村,400,20,公（村）办
龙口市,北马镇台上李家村农村幸福院,北马镇台上李家村,400,20,公（村）办
龙口市,东江街道东江村农村幸福院,东江街道东江村,400,20,公（村）办
龙口市,诸由观镇淳于村幸福院,诸由观镇淳于村,924,23,公（村）办
龙口市,度假区福苑区幸福院,度假区王会村,400,30,公（村）办
龙口市,石良镇尹村幸福院,石良镇尹村,500,30,公（村）办
龙口市,诸由观镇冶基村幸福院,诸由观镇冶基村,1500,20,公（村）办
龙口市,北马镇西村幸福院,北马镇西村,410,20,公（村）办
龙口市,北马镇上夼村幸福院,北马镇上夼村,400,20,公（村）办
龙口市,北马镇柳杭姜家村幸福院,北马镇柳杭姜家村,400,20,公（村）办
龙口市,北马镇和源村幸福院,北马镇和源村,460,20,公（村）办
龙口市,北马镇台上殷家村幸福院,北马镇台上殷家村,420,20,公（村）办
龙口市,度假区福海区幸福院,度假区试驾庄村,400,30,公（村）办
龙口市,石良镇荷花朱家村幸福院,石良镇荷花朱家村,500,20,公（村）办
龙口市,七甲镇院下村幸福院,七甲镇院下村,300,20,公（村）办
龙口市,龙港街道屺母岛村幸福院,龙港街道屺母岛村,400,22,公（村）办
龙口市,芦头镇韩店村幸福院,芦头镇韩店村,400,20,公（村）办
龙口市,芦头镇麻家村幸福院,芦头镇麻家村,1000,20,公（村）办
龙口市,石良镇老师店村幸福院,石良镇老师店村,450,20,公（村）办
龙口市,石良镇东营曹家村幸福院,石良镇东营曹家村,450,20,公（村）办
龙口市,东莱街道小栾疃村幸福院,东莱街道小栾疃村,480,80,公（村）办
龙口市,下丁家镇大园村幸福院,下丁家镇大园村,300,20,公（村）办
龙口市,龙港街道和平村幸福院,龙港街道和平村,1492,20,公（村）办
龙口市,北马镇前诸留村幸福院,北马镇前诸留村,400,20,公（村）办
龙口市,北马镇午塔后陈村幸福院,北马镇午塔后陈村,400,20,公（村）办
龙口市,北马镇横沟村幸福院,北马镇横沟村,400,20,公（村）办
龙口市,北马镇洼子村幸福院,北马镇洼子村,400,20,公（村）办
龙口市,北马镇唐家泊村幸福院,北马镇唐家泊村,450,20,公（村）办
龙口市,东江街道董家洼村幸福院,东江街道董家洼村,400,20,公（村）办
龙口市,兰高镇后霍村幸福院,兰高镇后霍村,400,20,公（村）办
龙口市,兰高镇欧头孙家村幸福院,兰高镇欧头孙家村,400,20,公（村）办
龙口市,黄山馆镇新村幸福院,黄山馆镇新村,400,20,公（村）办
龙口市,七甲镇庙曲村幸福院,七甲镇庙曲村,500,30,公（村）办
龙口市,新嘉街道乡城庙村幸福院,新嘉街道乡城庙村,1800,20,公（村）办
龙口市,芦头镇高家村农村幸福院,芦头镇高家村,400,20,公（村）办
龙口市,徐福街道西南泊农村幸福院,徐福街道西南泊村,300,20,公（村）办
龙口市,新嘉街道西吕村农村幸福院,新嘉街道西吕村,400,20,公（村）办
龙口市,北马镇北村农村幸福院,北马镇北村,400,20,公（村）办
龙口市,北马镇山后遇家村农村幸福院,北马镇山后遇家村,400,20,公（村）办
龙口市,北马镇仲家东村农村幸福院,北马镇仲家东村,400,20,公（村）办
龙口市,东莱街道南涧村农村幸福院,东莱街道南涧村,500,20,公（村）办
龙口市,石良镇城西头村农村幸福院,石良镇城西头村,450,20,公（村）办
龙口市,兰高镇仪乐李家村农村幸福院,兰高镇仪乐李家,400,20,公（村）办
龙口市,新嘉街道后邹村幸福院,          新嘉街道后邹村,400,20,公（村）办
龙口市,兰高镇侧高村幸福院,兰高镇侧高村,400,30,公（村）办
龙口市,诸由观镇黄家村幸福院,诸由观镇黄家村,300,50,公（村）办
龙口市,诸由镇西吴家村幸福院,诸由镇西吴家村幸福院,2664,26,公（村）办
莱阳市,柏林庄白石埠村幸福院,柏林庄街道白石埠村,400,20,公（村）办
莱阳市,柏林庄陡山村幸福院,柏林庄街道陡山村,400,20,公（村）办
莱阳市,柏林庄焦家店村幸福院,柏林庄街道焦家店村,400,20,公（村）办
莱阳市,柏林庄西孙家夼村幸福院,柏林庄街道西孙家夼村,400,20,公（村）办
莱阳市,柏林庄全家屯农村幸福院,柏林庄全家屯村,400,20,公（村）办
莱阳市,柏林庄于家店村幸福院,柏林庄于家店村,400,20,公（村）办
莱阳市,柏林庄镇北小平村幸福院,柏林庄镇北小平村,400,20,公（村）办
莱阳市,城厢街道办西柳行村幸福院,城厢街道办西柳行村,400,20,公（村）办
莱阳市,城厢街道东柳行村幸福院,城厢街道东柳行村,400,20,公（村）办
莱阳市,城厢街道四真庄村幸福院,城厢街道四真庄村,400,20,公（村）办
莱阳市,城厢街道吴格庄村幸福院,城厢街道吴格庄村,400,20,公（村）办
莱阳市,大夼镇北汪格庄村幸福院,大夼镇北汪格庄村,400,20,公（村）办
莱阳市,大夼镇大夼村幸福院,大夼镇大夼村,400,20,公（村）办
莱阳市,大夼镇东汪格庄村幸福院,大夼镇东汪格庄村,400,20,公（村）办
莱阳市,大夼镇韶格庄幸福院,大夼镇韶格庄,400,20,公（村）办
莱阳市,大夼镇宋村幸福院,大夼镇宋村,400,20,公（村）办
莱阳市,冯格庄大黑石埠村幸福院,冯格庄大黑石埠村,400,20,公（村）办
莱阳市,冯格庄东官庄村幸福院,冯格庄东官庄村,400,20,公（村）办
莱阳市,冯格庄东小埠农村幸福院,冯格庄东小埠农村,400,20,公（村）办
莱阳市,冯格庄街道办蜡树庄村幸福院,冯格庄街道办蜡树庄村,400,20,公（村）办
